iter	Logloss
263	0.3621387174
264	0.3620892194
265	0.362071565
266	0.3619635562
267	0.361720443
268	0.3616134539
269	0.3614835686
270	0.3613271813
271	0.3611015221
272	0.3609933318
273	0.3608635085
274	0.36077684
275	0.3606090344
276	0.3604608384
277	0.3603953787
278	0.3602729873
279	0.3601462361
280	0.3600306719
281	0.3598899592
282	0.3597291062
283	0.3596403208
284	0.3595375608
285	0.3594171242
286	0.3592965523
287	0.3591788502
288	0.3590731852
289	0.3589529218
290	0.3588224888
291	0.3587288361
292	0.3586064933
293	0.3584458917
294	0.3583458523
295	0.3581759698
296	0.3580237156
297	0.3579066751
298	0.3577013094
299	0.3576318384
300	0.357401337
301	0.3572949756
302	0.3571553994
303	0.3570540706
304	0.3569540129
305	0.3568352954
306	0.3566606281
307	0.3564797281
308	0.3562937998
309	0.356186882
310	0.3561112717
311	0.355945157
312	0.3557884082
313	0.3556206258
314	0.355496596
315	0.3552655227
316	0.3551818678
317	0.3551142445
318	0.3549670902
319	0.3547675532
320	0.3546094421
321	0.3544184249
322	0.3543673482
323	0.3542435005
324	0.354128536
325	0.3539180167
326	0.3538460028
327	0.3536550737
328	0.3535654314
329	0.3534569719
330	0.3532896075
331	0.3532379643
332	0.3532218792
333	0.3531082134
334	0.3529475723
335	0.3527088906
336	0.3525150281
337	0.3523713055
338	0.3522763404
339	0.3521708415
340	0.3520563923
341	0.3519104796
342	0.3518967528
343	0.351667189
344	0.3515235562
345	0.351498499
346	0.3514367736
347	0.3513380974
348	0.3512241683
349	0.3511379962
350	0.3510309443
351	0.3508404157
352	0.3507320827
353	0.3506714335
354	0.3504960011
355	0.3503945935
356	0.3502649531
357	0.3500804595
358	0.3499911582
359	0.3499076551
360	0.3498372668
361	0.3497154746
362	0.3494763319
363	0.3493463636
364	0.3492475103
365	0.349128174
366	0.3489958281
367	0.3488775917
368	0.3487462184
369	0.348644174
370	0.3485013625
371	0.3483995767
372	0.348203745
373	0.3480657773
374	0.3479286548
375	0.3478209873
376	0.3476831774
377	0.347530689
378	0.3473797433
379	0.3472920653
380	0.3472418274
381	0.3471177391
382	0.3469445222
383	0.3467827662
384	0.3466284505
385	0.3464534247
386	0.3463366111
387	0.3462299475
388	0.3460808567
389	0.3459181493
390	0.3457573541
391	0.3456273778
392	0.3454726384
393	0.3453226378
394	0.3452160423
395	0.3450751077
396	0.3448263477
397	0.3447731665
398	0.344680004
399	0.3445681931
400	0.3444680815
401	0.3444177782
402	0.3442835907
403	0.3441955783
404	0.3440934768
405	0.3439228887
406	0.3436848749
407	0.3434750735
408	0.3432933502
409	0.343160739
410	0.3429887275
411	0.3428178351
412	0.3426488828
413	0.3426090593
414	0.3425403117
415	0.3424504329
416	0.3423816926
417	0.3422656459
418	0.3421563347
419	0.342064189
420	0.3419277805
421	0.3418819308
422	0.3416971951
423	0.3416120207
424	0.3414464626
425	0.3413141334
426	0.341173391
427	0.3410435217
428	0.3409385038
429	0.340821191
430	0.3406847425
431	0.3406199294
432	0.3404945419
433	0.3403187449
434	0.3402346851
435	0.3401270633
436	0.3399384476
437	0.3397574844
438	0.3395743949
439	0.3394737476
440	0.3393167923
441	0.3391244647
442	0.3390380772
443	0.3389722591
444	0.3388771828
445	0.3387320076
446	0.3386795016
447	0.3385627732
448	0.3384407145
449	0.3383286163
450	0.3382002205
451	0.3381302491
452	0.3380076696
453	0.3379378486
454	0.3377787539
455	0.3376793776
456	0.3375308433
457	0.3373749568
458	0.3372925721
459	0.3371975407
460	0.3371295316
461	0.3369905446
462	0.3368703567
463	0.3367276286
464	0.3365722445
465	0.3365003591
466	0.3363992532
467	0.3362347186
468	0.3361307582
469	0.3360188821
470	0.3359249817
471	0.3358205705
472	0.3356225368
473	0.335529747
474	0.335414459
475	0.335295092
476	0.3351594391
477	0.3350244186
478	0.3349592318
479	0.3348062101
480	0.3347086705
481	0.3346072062
482	0.3345034436
483	0.3344418706
484	0.3343253808
485	0.3341866648
486	0.3340165248
487	0.3339073022
488	0.3337708075
489	0.3336410823
490	0.3334885663
491	0.3333899903
492	0.3331863527
493	0.3330906151
494	0.3330099423
495	0.3328387819
496	0.3327442057
497	0.3326154549
498	0.332512722
499	0.3323812648
500	0.3322186901
501	0.3320443854
502	0.3319457333
503	0.3317738845
504	0.3316239092
505	0.3315353821
506	0.3314383212
507	0.3313826513
508	0.3312018231
509	0.3310622179
510	0.3309115395
511	0.3307904284
512	0.3307104813
513	0.3305840919
514	0.3304773363
515	0.3304005224
516	0.3302237405
517	0.3300635805
518	0.3298894632
519	0.3297762627
520	0.3296326984
521	0.3295031505
522	0.3293034448
523	0.3291674059
524	0.3290412735
525	0.328953442
526	0.328874485
527	0.328736375
528	0.3286398278
529	0.3284909381
530	0.3284080238
531	0.3283102116
532	0.3282378412
533	0.3281447423
534	0.3280491124
535	0.3279241561
536	0.3278000671
537	0.3277212942
538	0.3276670041
539	0.327566272
540	0.3274435581
541	0.3273506083
542	0.3272186708
543	0.3271366036
544	0.3269826393
545	0.3269059865
546	0.3268309729
547	0.3267617132
548	0.3266530898
549	0.3265687746
550	0.3264883913
551	0.3263160378
552	0.3262357359
553	0.326046599
554	0.3259281796
555	0.3257633025
556	0.3255957378
557	0.3255305332
558	0.3254434115
559	0.3253579187
560	0.3252160765
561	0.3251125736
562	0.3249722515
563	0.324850533
564	0.3247582295
565	0.3246889933
566	0.3245558485
567	0.324460737
568	0.3243911465
569	0.3243267119
570	0.3241439424
571	0.3240219857
572	0.3239070555
573	0.3238229914
574	0.3236849786
575	0.3235708056
576	0.3234957439
577	0.3233858104
578	0.3232960217
579	0.3231807902
580	0.323121021
581	0.3230381613
582	0.3228864199
583	0.3227285455
584	0.3226341399
585	0.3224870588
586	0.3223838222
587	0.3222654322
588	0.3221492732
589	0.3220116448
590	0.3219466309
591	0.3217734119
592	0.321645212
593	0.3215709221
594	0.321415506
595	0.3213490057
596	0.3211887316
597	0.3210459904
598	0.3209633301
599	0.3208053941
600	0.3207080123
601	0.3205909328
602	0.3204925543
603	0.3203589342
604	0.3202837372
605	0.3202055246
606	0.3201101739
607	0.3199383244
608	0.3198375628
609	0.3196138043
610	0.319533139
611	0.3194333878
612	0.3193016961
613	0.3191187254
614	0.3189979167
615	0.3188389702
616	0.3187095097
617	0.3185660372
618	0.3184644627
619	0.3183823093
620	0.3183208885
621	0.3181731866
622	0.3180997906
623	0.3180219712
624	0.3178614029
625	0.3177526081
626	0.3176773666
627	0.3175197813
628	0.317441441
629	0.3172975301
630	0.3171664955
631	0.3170942102
632	0.3169386716
633	0.3168546765
634	0.3167362781
635	0.3166544791
636	0.3165819394
637	0.3164835169
638	0.3163672032
639	0.316276922
640	0.3161608072
641	0.3160148588
642	0.3159554823
643	0.3158970182
644	0.3158095839
645	0.3157012119
646	0.3155670517
647	0.315500802
648	0.3153381018
649	0.3151638138
650	0.3150951038
651	0.3150227865
652	0.3149523016
653	0.3148543131
654	0.314783477
655	0.3147253015
656	0.3145707281
657	0.314487272
658	0.314358444
659	0.31425927
660	0.3142002912
661	0.3141136904
662	0.3140262475
663	0.3139596197
664	0.3138101116
665	0.3137528071
666	0.3136871835
667	0.3135832468
668	0.3134379659
669	0.313355461
670	0.3132754099
671	0.3131971435
672	0.3130696282
673	0.3129694718
674	0.3128171259
675	0.3126669457
676	0.3125427296
677	0.3124739652
678	0.3124284979
679	0.3123333037
680	0.3122415756
681	0.312096074
682	0.3119838595
683	0.311843156
684	0.3116984822
685	0.3116166159
686	0.3115157555
687	0.311401209
688	0.3113481378
689	0.3112748903
690	0.3111343546
691	0.3110007126
692	0.3108975732
693	0.3107943265
694	0.3106566341
695	0.3104844138
696	0.3103830579
697	0.3102436249
698	0.3101357824
699	0.3101046447
700	0.3099379873
701	0.3099080396
702	0.3098066385
703	0.3097738432
704	0.3096775736
705	0.3095912112
706	0.3094975873
707	0.3093890258
708	0.3093303087
709	0.3092150938
710	0.3090997437
711	0.3090039528
712	0.3088672307
713	0.3087685373
714	0.3086589828
715	0.3085650059
716	0.3084477498
717	0.3083755064
718	0.308301305
719	0.3081695216
720	0.3081410385
721	0.3079805165
722	0.3078280275
723	0.3077718914
724	0.3077218604
725	0.3076482042
726	0.3075948973
727	0.3075077501
728	0.3073065892
729	0.307279041
730	0.3071471133
731	0.3070695407
732	0.3069798612
733	0.3068606494
734	0.3067819813
735	0.3066864041
736	0.3066579539
737	0.3065329652
738	0.3064812231
739	0.306455768
740	0.3063837804
741	0.3062552246
742	0.3061480728
743	0.3060803074
744	0.3059856061
745	0.3059599544
746	0.3058863162
747	0.3057939243
748	0.3056907405
749	0.3056387558
750	0.3056117711
751	0.305487777
752	0.3053156569
753	0.3052223154
754	0.3051428918
755	0.3050206323
756	0.3049100034
757	0.3047652394
758	0.3047144411
759	0.3046908338
760	0.3046188202
761	0.3045437384
762	0.3044763594
763	0.3043679001
764	0.3043421822
765	0.3042672138
766	0.3041400748
767	0.3040790791
768	0.3040554763
769	0.3039278808
770	0.3038341348
771	0.3037859309
772	0.3036893911
773	0.3036429839
774	0.3035533748
775	0.30349167
776	0.3034384225
777	0.3032891101
778	0.3031673654
779	0.3030854117
780	0.302972216
781	0.3028191274
782	0.3027203532
783	0.3026251174
784	0.3025473591
785	0.302479769
786	0.3024009669
787	0.3023400702
788	0.3022384289
789	0.3021432883
790	0.3020706503
791	0.3019507889
792	0.301858897
793	0.3017504507
794	0.3016347063
795	0.301567714
796	0.3014692073
797	0.3014085997
798	0.3013462907
799	0.301220421
800	0.3011271789
801	0.3011053923
802	0.3010277047
803	0.300907524
804	0.3007864062
805	0.3006560915
806	0.3006227736
807	0.3005175228
808	0.3003852932
809	0.3002606409
810	0.3001218283
811	0.3000375681
812	0.2999241048
813	0.2998133199
814	0.2997317856
815	0.2996433717
816	0.2995317596
817	0.2994795902
818	0.2993946826
819	0.299305913
820	0.2991955525
821	0.2990601511
822	0.2989483226
823	0.2988653632
824	0.2987843465
825	0.2986813834
826	0.2986547599
827	0.2985281717
828	0.298426347
829	0.2983220129
830	0.2982807372
831	0.2981361416
832	0.2980484652
833	0.2979077221
834	0.2978285994
835	0.2976986888
836	0.2976585715
837	0.2976381484
838	0.2975250216
839	0.297383997
840	0.2972958624
841	0.2972190969
842	0.2971027181
843	0.296936428
844	0.2968647418
845	0.2967539494
846	0.2965948142
847	0.2964289834
848	0.2963375443
849	0.2962401945
850	0.2961163794
851	0.2960349918
852	0.2959282802
853	0.2958687448
854	0.2957094605
855	0.2956319592
856	0.295610911
857	0.295549737
858	0.2954782085
859	0.2953859047
860	0.2952785306
861	0.2951847538
862	0.2951105362
863	0.2949957189
864	0.2949761064
865	0.2948710629
866	0.2948221252
867	0.2947479833
868	0.2946445042
869	0.2946256499
870	0.2945784824
871	0.2944791513
872	0.294408685
873	0.2943558637
874	0.2942424912
875	0.294124526
876	0.2940507185
877	0.293951863
878	0.293864276
879	0.293816326
880	0.2937520797
881	0.2936838931
882	0.2936002068
883	0.2934506801
884	0.2933330753
885	0.2932258875
886	0.2931690956
887	0.2930269258
888	0.2929320364
889	0.2928188538
890	0.2927044781
891	0.29261583
892	0.2925201731
893	0.2924424877
894	0.2923517386
895	0.2922355159
896	0.2921286499
897	0.2920908874
898	0.2919878414
899	0.2919294865
900	0.2918679882
901	0.2917891209
902	0.2917642157
903	0.291633348
904	0.2915493056
905	0.2914844652
906	0.2913804248
907	0.2913357919
908	0.2912998922
909	0.2912173944
910	0.2911287317
911	0.2910413699
912	0.2909360826
913	0.2909179129
914	0.2907896627
915	0.2907545056
916	0.2906953565
917	0.2905907494
918	0.2905087015
919	0.2904747047
920	0.2903902488
921	0.2903453413
922	0.2902537284
923	0.2901584579
924	0.2900976722
925	0.290013392
926	0.2899362198
927	0.2898294361
928	0.2897662259
929	0.2896145572
930	0.2895960927
931	0.2894572764
932	0.2893403421
933	0.2892526447
934	0.2891004345
935	0.2890360417
936	0.2890126275
937	0.2889522768
938	0.2888575715
939	0.2888163801
940	0.2887281934
941	0.2886664119
942	0.2885557936
943	0.2884143678
944	0.2883483244
945	0.288258283
946	0.2881998212
947	0.2881184495
948	0.2880190951
949	0.2879383643
950	0.2879219634
951	0.2878669812
952	0.2877754285
953	0.2876475397
954	0.2875652409
955	0.2875447123
956	0.2874824535
957	0.2873846038
958	0.2873692571
959	0.2872658797
960	0.2872094849
961	0.2870875821
962	0.2870276484
963	0.2868908812
964	0.2868034785
965	0.2866575963
966	0.2865711326
967	0.2865137758
968	0.2864240605
969	0.2863032016
970	0.286199721
971	0.2861322497
972	0.2860418925
973	0.2859311489
974	0.2858598302
975	0.2858146899
976	0.2857324046
977	0.2856747905
978	0.2855697842
979	0.2853677951
980	0.2853488993
981	0.2851476121
982	0.2850855373
983	0.2849553744
984	0.2848786185
985	0.2847647904
986	0.2846611806
987	0.2845768179
988	0.2845500656
989	0.2844731675
990	0.2844162062
991	0.2843274172
992	0.2842394531
993	0.284160689
994	0.2840616986
995	0.28398442
996	0.2838196349
997	0.283719401
998	0.2835894547
999	0.2835481338
